insurer_name,insuredname,insuredCity,insuredstate,insuredpostalCode,natureOfincident,dateOfloss,injuryinvolved,loss_description,location_of_loss,claimNumber,vehicle_damages_1,vehicle_damages_2,injury_description,lawsuit_filed,providers_alternative_medicine,providers_alternative_medicine_tax_id,providers_alternative_medicine_payment,providers_chiropractor,providers_chiropractor_tax_id,providers_chiropractor_payment,providers_diagnostic_radiologist,providers_diagnostic_radiologist_tax_id,providers_diagnostic_radiologist_payment,providers_ER physician,providers_ER physician_tax_id,providers_ER physician_payment,providers_general_practitioner,providers_general_practitioner_tax_id,providers_general_practitioner_payment,providers_neurologist,providers_neurologist_tax_id,providers_neurologist_payment,providers_orthopedist,providers_orthopedist_tax_id,providers_orthopedist_payment,providers_physical_therapist,providers_physical_therapist_tax_id,providers_physical_therapist_payment,total_claimed_losses,total_insurance_payment
Geico,Susan Mcguire,Gonzalezstad,CA,79486,Single vehicle accident,2021-01-30,Yes,These trip nice edge media long already carry.,"3156 Jones Corners, Susanborough, PW 88421",2a01f4f6,Side impact,Rear-end collision,Shoulder injury,Yes,Thompson-Murphy,12-6977103,1784.27,,,0.0,,,0.0,Rivera-Jones,31-3240118,827.17,"Phillips, Aguilar and Freeman",39-5111315,576.9,,,0.0,,,0.0,,,0.0,12012.09,10671.19
Geico,Brian Jones,Lisabury,IL,40019,Collision,2025-07-04,Yes,Such similar model unit walk very key.,"2573 Joann Station, Lake Teresaburgh, AR 65782",850b8bd7,Windshield crack,Side impact,Other sprain/strain,Yes,,,0.0,,,0.0,,,0.0,Love Inc,38-4288476,2787.99,Gross-Wilson,56-8781879,4435.16,,,0.0,,,0.0,,,0.0,11000.97,7916.9
StateFarm,Joseph Conner,New Patricia,NC,30475,Collision,2021-10-19,Yes,Yeah difference deep fish put or themselves environmental them weight next experience.,"236 Jennifer Passage, Wilsonview, MO 07260",f604b7c7,Windshield crack,Fender damage,Neck sprain/strain,No,"Andersen, Collier and Zhang",41-7812350,467.72,,,0.0,"Harrell, Henry and Weaver",12-6172865,1437.6,,,0.0,Hanson and Sons,75-1307512,2487.8,Huynh-Jensen,56-0848265,2361.52,Barnes-Figueroa,22-4448066,3807.27,,,0.0,12882.88,7612.42
Geico,Bobby May,Ryanshire,NC,04628,Rear-end collision,2023-08-31,No,Onto consumer stand step describe interview born door per training.,"4765 Moody Field Suite 364, Rubenside, MI 41389",dd10ea03,Fender damage,,,Yes,Thompson Group,91-1299518,3602.62,,,0.0,,,0.0,,,0.0,,,0.0,"Rodriguez, Mcintyre and Riley",76-9741157,2975.73,Adams Ltd,05-9823596,263.49,,,0.0,16591.97,11791.37
StateFarm,Charles Lewis,Timothyburgh,NC,30018,Collision,2023-04-10,Yes,Success anything success a really establish how course customer middle third instead.,"613 Rodriguez Circle, Williamsside, FM 60279",f39600a4,Rear-end collision,,Minor cuts,Yes,"Morales, Turner and Mejia",44-7403032,4224.92,"Munoz, Jennings and Brock",58-3649404,2488.08,,,0.0,Daniel Inc,75-7403824,3486.8,,,0.0,,,0.0,"Rose, Garcia and Torres",48-1242549,4053.41,"Hubbard, Medina and Rivera",65-5468387,754.28,21752.64,14984.7
StateFarm,Jennifer Mathews,Lake Lynnchester,CA,98496,Collision,2024-04-03,No,Likely within hospital experience example themselves concern together identify number fear hard natural.,"62433 Kenneth Grove, South Aarontown, NV 62906",586e35da,Rear-end collision,,,Yes,"Frost, Richmond and Flores",71-6482368,3700.66,,,0.0,,,0.0,Torres-Woods,23-7628394,1550.87,"Rodriguez, Park and Little",92-6894437,4138.9,,,0.0,,,0.0,Payne-Schultz,59-9795077,4427.02,21808.34,15787.56
StateFarm,Kelli Young,Pamelafort,MI,04276,Collision,2021-11-01,No,Activity sign unit yard model challenge.,"984 Ferguson Park Apt. 048, Shawshire, WI 38637",a39a4611,Front-end collision,,,Yes,,,0.0,Gonzales-Wilson,65-3795599,3944.56,,,0.0,"Ward, Miller and Arellano",87-0041443,377.78,,,0.0,,,0.0,Jones-Cunningham,25-1073005,3780.19,King-Moore,67-3656208,2393.83,17147.23,9449.39
Allstate,Lisa Andrews,Ricemouth,NY,13844,Rear-end collision,2022-10-26,No,Better type I control record brother across way imagine old.,"79964 Castillo Locks Suite 240, Chaneyfort, OH 62433",2bf114b2,Rear-end collision,,,No,"Morgan, White and Peterson",82-7823331,1100.57,Vazquez-Escobar,26-9721133,1134.16,"Martin, Franklin and Jones",50-3503868,873.88,,,0.0,White-Mathis,52-9235893,942.11,,,0.0,Smith-Johnson,24-3691026,4972.43,"Stephens, Hall and Hernandez",99-5031864,4406.08,23188.33,15682.66
Allstate,Collin Lopez,Port Adamside,TX,19148,Single vehicle accident,2023-03-27,Yes,Lawyer likely hear lawyer six ability trade.,"774 Nancy Valleys, Lake Alex, MT 99629",4a10295b,Front-end collision,Rear-end collision,Knee injury,Yes,Barnett-Frank,10-0318865,3956.43,Abbott Ltd,90-6826311,1274.08,Lopez Inc,90-0884151,4077.58,"Williams, Morris and Williams",46-2094182,4472.74,,,0.0,Spears-Mcdonald,30-4196424,2331.26,"Mahoney, Johnson and Hines",81-8258013,626.04,Dixon-Guerra,12-0120052,1258.87,23581.16,16082.99
Allstate,Jeffery Moreno,North Richard,PA,23809,Rear-end collision,2022-04-05,No,Upon financial professor exist order step age me almost stay development arm report why.,"696 Kimberly Well, Jamestown, WV 95589",49af1fb6,Fender damage,,,No,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,"Alexander, White and Washington",47-3004195,4687.14,,,0.0,Hansen Ltd,87-8685256,657.14,12854.87,9204.97
Allstate,Kevin Grant,Carlfort,CA,45690,Hit and run,2021-06-18,Yes,May discuss detail the evidence they everyone inside.,"1733 Holt Port, Lake Sabrina, IN 40819",3afe79f6,Windshield crack,,Bruises,No,,,0.0,Vasquez Inc,35-9030252,285.71,"Cooper, Watson and Newman",56-7424137,1806.64,,,0.0,Watkins Ltd,60-5641006,3561.37,Burns-Watson,62-6423307,4913.81,,,0.0,Jimenez-Edwards,45-3762613,1158.21,16896.72,9950.86
Geico,Ashley Tanner,West Keithton,NY,49856,Rear-end collision,2025-04-28,Yes,Fish up marriage build water assume thousand party few case.,"80626 Billy Gardens, New Cindy, SC 03465",f401df49,Rear-end collision,,Other sprain/strain,Yes,"Cooper, Savage and Williamson",59-7669336,4561.67,,,0.0,Harvey-Rivas,25-7744192,254.54,Perkins-Booker,65-2611273,999.87,,,0.0,Smith-Curry,45-0722396,2338.62,,,0.0,,,0.0,9419.05,5664.93
Allstate,David Williams,Colinhaven,PA,69768,Rear-end collision,2023-10-05,No,Say something company structure during cup make yard way always four many support.,"8371 Brian Knolls, Lake Alishaview, PR 24458",1337a0f3,Side impact,,,Yes,,,0.0,"Li, Green and Aguilar",84-3066513,3803.49,Malone Ltd,51-5389213,3234.38,,,0.0,Henry-Chandler,11-9845870,4985.63,,,0.0,Conway-Santiago,48-0711277,2572.52,,,0.0,15570.9,11668.55
Allstate,Dr. Stephen Smith,South Edwardland,NY,46651,Rear-end collision,2022-11-09,No,Quickly help challenge cause run region spend gun yourself season.,"473 Ann Dale Suite 938, Kellyshire, GU 69617",ea8ee3be,Side impact,Front-end collision,,Yes,,,0.0,,,0.0,,,0.0,Hughes-Vincent,99-7483820,4389.05,,,0.0,,,0.0,,,0.0,Martin-Gonzales,95-7836188,1941.84,12164.98,9627.61
Geico,Alan Roy,West Erinville,CA,89975,Single vehicle accident,2023-08-10,Yes,Old still exist move senior child against Republican.,"Unit 6494 Box 2343, DPO AE 74334",7a4a0cd6,Side impact,,Shoulder injury,No,"Hinton, Walker and Wu",63-3153438,2271.96,Burns-Joyce,35-1263646,381.23,Perez LLC,90-7356823,241.83,,,0.0,"Dixon, Welch and Zhang",13-6251096,2047.35,Medina Inc,20-1866634,1964.65,,,0.0,Davis Ltd,24-5799610,663.79,10035.32,7927.48
Allstate,Jessica Hartman,South Gabriel,NC,90474,Collision,2023-01-01,Yes,Risk one book since per away brother accept player.,"1770 Hall Canyon Suite 852, Roseshire, TX 05323",d63eca1b,Windshield crack,,Bruises,No,,,0.0,"White, Ramirez and Ferguson",75-8422140,3765.4,Klein-Torres,76-2474105,379.92,,,0.0,,,0.0,"Larson, Martinez and Carter",66-8083798,1972.75,,,0.0,,,0.0,7117.07,4152.03
StateFarm,Erica Lee,Debrastad,FL,02436,Collision,2023-06-24,Yes,Table nothing study positive hour term among evidence wide.,"USCGC Lee, FPO AP 87481",df33be58,Rear-end collision,,Other sprain/strain,No,Miller-Hahn,27-3862449,1952.62,,,0.0,,,0.0,Garcia PLC,04-2926419,3084.38,Hall-Malone,74-9268404,420.55,,,0.0,Wu Ltd,43-5754083,1117.35,,,0.0,8983.93,5287.85
Geico,Derek Greene,Port Pam,MI,19160,Hit and run,2020-11-21,No,Hold total where down president everybody computer threat threat offer instead.,"51141 Connie Throughway, Lake David, SC 72803",5cb94713,Front-end collision,Side impact,,Yes,"Cantrell, Lopez and Bender",94-9041791,144.77,Richardson-Johnson,37-7505416,2682.12,"King, Johns and Christensen",95-5418810,4149.75,,,0.0,,,0.0,,,0.0,Thompson-Baxter,02-0661281,2328.25,"Livingston, Dominguez and Newman",86-6364437,3963.47,15083.72,12774.44
StateFarm,Angela Clark,Hughesside,TX,36842,Rear-end collision,2022-02-19,No,Suffer majority between population because fast baby.,"90592 Kevin Keys, Mccoyville, CO 49181",b0ea1e8f,Side impact,Fender damage,,No,Adams-Tyler,77-7260910,3143.53,Davis-Madden,73-0759407,2950.23,,,0.0,"Perry, Powell and Morrow",01-3840391,378.91,"Hunt, Perez and Brady",66-9852163,160.3,Page-Collins,57-2185668,3363.65,"Rodriguez, Martinez and Watts",53-6347977,2944.2,,,0.0,17222.46,16281.15
StateFarm,Timothy Brady,Lake Tracy,CA,67132,Collision,2022-10-21,Yes,They light interview trouble part maybe life education collection.,"9698 Richards Circle Suite 911, South Gregory, IL 03474",0d74fac9,Front-end collision,,Shoulder injury,Yes,Jefferson and Sons,41-9911904,1600.89,"Rowland, Phillips and Juarez",05-0047617,2746.47,Anderson Group,06-7588836,1851.44,Davis-Patterson,92-1439347,860.23,Booker LLC,24-2560224,2045.98,"Sparks, Turner and Chambers",67-4711207,3207.44,Mooney Group,64-7865320,3187.92,"Hutchinson, Houston and Washington",72-9017876,2551.22,22056.68,19554.33
Geico,Todd Barry,South Lauren,NY,14343,Hit and run,2024-02-26,Yes,Same speech either grow story positive certainly important power edge worker street.,"8041 William Divide Suite 186, Churchtown, TN 80161",b3a1f737,Fender damage,,Shoulder injury,No,"Sanchez, Lee and Adams",21-8827309,3285.01,Watson and Sons,02-8628047,3585.08,"Potter, Payne and Ramirez",50-9651384,2111.32,,,0.0,Wright-Finley,41-3810146,4391.05,Smith Inc,21-6917219,1993.71,,,0.0,,,0.0,19025.71,9724.24
StateFarm,Gina Foster,Garciaborough,CA,72310,Hit and run,2025-07-21,Yes,Teacher discover successful collection Mrs watch manager response.,"1827 Calvin Centers Suite 462, West Justinchester, OH 59112",184248c5,Fender damage,,Neck sprain/strain,No,,,0.0,Wilson Ltd,50-7992007,946.24,Holden Inc,30-8478281,4242.99,Palmer PLC,01-1162159,3675.37,Morgan-Wells,83-2931440,3455.85,,,0.0,"Rivera, Brooks and Baird",31-1882250,3164.68,Perry-Robinson,43-9232562,2145.87,20928.05,18161.0
Allstate,Stephen Hoffman,New Michael,MI,81528,Hit and run,2021-04-28,Yes,Wide throw government stop send thus bill official especially technology have employee week whether.,"09809 Luis Burg Suite 985, Travistown, OH 74121",5879fc74,Windshield crack,,Minor cuts,Yes,Espinoza-Mendez,43-2959265,3348.95,Diaz Inc,23-1003932,3014.08,,,0.0,,,0.0,Mitchell LLC,04-7896049,4114.45,,,0.0,Flores and Sons,53-4439261,3875.06,Ballard Group,64-0142029,3064.73,23800.55,15655.92
StateFarm,Melissa Taylor,Port Charlesview,MI,82369,Hit and run,2021-03-19,No,West choose far purpose role million report break pull town both.,"8915 Tonya Lodge, South Priscilla, NM 12460",50c6b33e,Windshield crack,,,No,,,0.0,Mason-Davis,35-1791313,4652.62,Myers and Sons,46-4209263,2311.98,Bell Ltd,58-8417543,4885.82,Jacobs LLC,41-5746884,3639.43,,,0.0,,,0.0,,,0.0,17314.35,12656.21
Geico,Toni Flores,West Meghanmouth,OH,20104,Rear-end collision,2020-12-09,Yes,By report power medical simply hospital they firm.,"8027 Jimenez Turnpike Suite 124, West Denise, RI 60706",83e35263,Fender damage,,Neck sprain/strain,Yes,"Roman, Lynn and Bowen",47-8101735,3891.02,,,0.0,,,0.0,,,0.0,Mckenzie PLC,05-2545838,4354.78,,,0.0,Simpson LLC,65-9912674,304.47,,,0.0,14601.21,11575.28
Geico,William Hall,New Melanie,NC,55153,Rear-end collision,2024-07-23,No,For nice today college discussion school.,"Unit 5120 Box 2193, DPO AA 03948",b4eddecf,Windshield crack,,,Yes,"Griffin, Watson and Steele",04-9669410,3951.73,,,0.0,"Davidson, Patton and Sanchez",74-9053518,2764.35,Martin-Reese,03-2383130,1171.68,,,0.0,Martin Inc,33-9114188,2678.28,,,0.0,"Robinson, Reed and Ferguson",21-2150074,2714.03,23137.38,12689.35
Allstate,Derrick Anderson,Aliville,FL,81122,Single vehicle accident,2025-05-28,No,My article friend carry represent industry determine house.,"301 Tran Corner, Danielview, NY 66890",acbfd97e,Rear-end collision,Side impact,,No,,,0.0,Marquez-Morris,31-3139218,4736.43,Long-Howard,51-6570652,347.73,Moody-Mack,65-7168128,1181.68,"Little, Singh and White",59-2602376,4112.5,,,0.0,Saunders LLC,01-0304050,4896.43,Mccall Inc,72-2177477,938.71,21941.15,12972.36
Geico,Samuel Jordan DVM,Thomasborough,CA,31643,Collision,2024-12-28,No,Might analysis price against bag memory parent indeed.,"Unit 4205 Box 7496, DPO AA 49001",a0577cc5,Front-end collision,Side impact,,No,"Davis, Frost and Gardner",67-4834477,3296.81,,,0.0,,,0.0,,,0.0,Price-Soto,76-7038985,943.79,Payne Ltd,71-8553032,1290.73,Sanders PLC,73-9213766,3791.06,,,0.0,10151.28,5896.81
StateFarm,Richard Davenport,Port Michaelborough,MI,37382,Hit and run,2023-09-15,Yes,Action now camera size prevent through my this ask pretty.,"01804 Zachary Court, West Brenda, MN 59831",144a0f80,Front-end collision,,Fracture,No,,,0.0,Arias-Gallagher,93-5485754,3594.26,Gray-Sanchez,38-4082277,4702.54,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,16024.66,8810.45
StateFarm,Robert Navarro,Stevensonville,TX,70857,Rear-end collision,2022-03-20,Yes,Especially exist institution dark fine anything.,"6287 Greer Neck Suite 028, North Jennifer, CO 55376",182a3a4f,Side impact,,Shoulder injury,No,,,0.0,,,0.0,"Herrera, Phillips and Rodgers",84-5187129,4458.51,Cruz-Evans,27-6325409,115.4,"Conrad, Diaz and Moran",16-2736187,3129.12,,,0.0,,,0.0,Cunningham and Sons,34-9639952,756.59,9561.68,7031.11
Geico,Bryan Young,Rodriguezmouth,IL,66577,Collision,2022-10-20,Yes,Bed even operation Mrs which modern mind raise.,"80181 Sean Meadows, Benjamintown, WA 53151",6fe3cbb1,Rear-end collision,Front-end collision,Minor cuts,No,Dunlap PLC,37-3574305,4310.24,,,0.0,,,0.0,Trujillo Group,14-5834267,1755.61,,,0.0,,,0.0,Peters and Sons,12-1034550,4749.77,,,0.0,19079.97,17416.26
StateFarm,David Rivers,New Jennifer,CA,32470,Single vehicle accident,2021-11-06,Yes,Beyond add none act stage particularly start cell.,"12612 David Forges, Millerville, PR 60989",6c7bc8cd,Fender damage,,Shoulder injury,Yes,,,0.0,,,0.0,,,0.0,"Cox, Davis and Levy",10-2365106,900.19,Duncan-Scott,52-2923871,4427.47,"Patterson, Potter and Moore",58-3709675,330.49,"Herrera, Gallegos and Scott",14-8288032,1462.95,,,0.0,16935.47,15064.66
StateFarm,Sheila Campos,New Ryan,GA,08849,Rear-end collision,2021-10-01,Yes,Not kid them line traditional discussion time.,"4721 Lawrence Causeway Suite 259, New Tyler, FL 16355",9cd2a827,Front-end collision,Fender damage,Shoulder injury,No,"Blake, Martinez and Nicholson",55-4907037,2812.47,,,0.0,Lane-Hampton,71-3612393,4558.26,Koch-Wells,14-6198016,3370.94,"Miller, Drake and Nelson",13-5158456,2003.6,,,0.0,,,0.0,,,0.0,21668.18,14947.28
Geico,Erica Perez,Laurenville,NY,52490,Single vehicle accident,2023-10-11,No,Mission recognize hair good share way because per.,"97300 Darren Lodge Apt. 142, Delgadofort, OH 62886",2d70e2d6,Side impact,Front-end collision,,No,,,0.0,"Hughes, Thompson and Gilmore",46-4354187,267.65,,,0.0,,,0.0,"Cooper, Henderson and Robinson",88-4166601,4990.97,Kelly-Johnson,74-7259980,4915.81,,,0.0,Anderson-Weber,02-9006491,2255.75,21497.77,11115.01
StateFarm,Melinda Thomas,Colonport,FL,02955,Hit and run,2025-07-25,Yes,Study hot peace remember west right know.,"3955 Roman Trail Apt. 586, Jamesborough, HI 53012",04fa9717,Fender damage,,Other sprain/strain,Yes,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,"Green, Davis and Peck",46-8940845,657.24,7807.37,4910.52
Geico,Dawn Osborn,Nicholsonland,MI,43623,Collision,2022-11-18,Yes,Eight animal list again audience sign.,"408 Hickman Trafficway Suite 290, Johnburgh, VA 56929",bf2418ef,Side impact,Windshield crack,Bruises,Yes,Taylor-Knight,55-5103280,706.29,Allen-Gregory,15-7600541,3650.55,Todd-Newton,98-5136729,3404.09,Joseph Group,54-2893586,3259.29,,,0.0,,,0.0,,,0.0,,,0.0,19220.18,11027.8
Allstate,Sierra Miller,East Tiffany,NC,80768,Single vehicle accident,2025-01-09,Yes,Including information food your security store loss public move theory right song Congress.,"055 Kristin Lane Apt. 562, Port Jeffrey, MN 11961",0b06179b,Fender damage,Windshield crack,Knee injury,Yes,,,0.0,,,0.0,"Hogan, Carter and Rivas",30-0165790,1792.34,,,0.0,,,0.0,Herrera-Herrera,86-5762577,4201.7,,,0.0,Smith PLC,43-0910687,3461.75,13232.97,11588.83
Allstate,John Thompson,West Bernardport,NY,56099,Single vehicle accident,2021-06-30,No,Nation side reality who think gun dream west value.,"4280 Dillon Canyon, Kennethbury, CO 86712",b4fc97cb,Side impact,Rear-end collision,,Yes,,,0.0,Collier Group,05-3744523,1731.64,,,0.0,,,0.0,,,0.0,,,0.0,Hartman-Trevino,03-8939743,2799.74,Mcneil Group,94-2311267,4799.05,18809.4,10321.82
Geico,Emily Phillips,Jasonside,CA,99454,Hit and run,2022-11-21,Yes,Who describe real little former degree rule.,"153 Lori Walk Apt. 170, Joneshaven, IL 29131",56a793d8,Front-end collision,,Fracture,No,,,0.0,"Smith, Rivas and Pennington",91-2909647,3765.87,Green-Patterson,33-7197877,4839.28,,,0.0,Wood LLC,51-6930768,2693.6,,,0.0,,,0.0,Le-Fisher,20-0054655,743.15,12860.42,11028.72
StateFarm,Taylor Dillon,Victoriamouth,IL,45290,Collision,2022-04-13,No,Wall responsibility theory none goal quality trial miss manager western large.,"013 Amy Brooks, Erikland, NJ 41684",1ce3bd5c,Windshield crack,,,No,Ortiz-Henderson,37-4731823,4767.04,,,0.0,,,0.0,Gomez-Hunt,36-4020473,2717.09,Jackson and Sons,26-3567662,4774.47,Smith-Lane,67-5218632,4706.44,,,0.0,,,0.0,19827.27,18108.27
Geico,Julie Brooks,Johnfurt,CA,98124,Hit and run,2022-02-16,No,Affect fund understand study she other investment south plant.,"PSC 9396, Box 0326, APO AP 03571",9db5fb38,Side impact,Fender damage,,Yes,,,0.0,Payne-Navarro,15-1095146,3683.11,"Powell, Gomez and Perez",39-1086001,2244.6,"Hardin, Ball and Richardson",38-2528854,915.74,,,0.0,,,0.0,Dawson-Cobb,41-5871190,391.61,"Goodman, Terry and Davis",59-1369754,1890.34,12829.0,10329.36
StateFarm,Mr. Bryan Tran,Haleyfurt,OH,90130,Collision,2022-03-30,No,Outside garden own say stay gun alone rule certain TV involve present investment.,"380 Danielle Prairie Suite 261, New Jamesport, IA 90981",6d8a80c5,Side impact,,,No,Vaughn-Kline,55-7538589,2619.81,Lopez LLC,64-0015421,2724.6,Vaughan and Sons,30-7677179,1114.07,Rivera-Bentley,22-0792184,4562.81,"Stein, Mason and Peters",53-1737532,1064.23,,,0.0,Craig-Garcia,36-5955919,2515.88,"Clark, Robinson and Perez",92-5193569,942.01,17169.75,9076.05
StateFarm,Johnny Patterson,Portershire,OH,88526,Collision,2021-12-08,Yes,It learn nothing true fact American across sense benefit should class doctor hand.,"034 Joshua Court Suite 130, West Christian, ID 37038",40dbb476,Side impact,,Neck sprain/strain,No,,,0.0,Brock-Sutton,90-6791797,617.71,"Jackson, Baker and Caldwell",01-3405969,1720.82,"Soto, Robertson and Smith",68-2338476,1660.81,,,0.0,,,0.0,,,0.0,,,0.0,12788.68,7715.98
Geico,Barbara Cobb,Curtisport,NC,52357,Rear-end collision,2022-05-07,Yes,Feel enter fact task science six picture country church late.,"899 Small Ford, Nguyenshire, OR 57996",98a4912e,Fender damage,,Knee injury,Yes,Edwards PLC,67-7246706,715.16,"Terry, Cooper and Johnson",15-4503036,4830.96,,,0.0,Carter and Sons,47-3135165,4716.8,"Lester, Berger and Fox",80-5224429,523.96,,,0.0,,,0.0,Daniels Ltd,10-9134497,3381.14,16251.59,8277.5
StateFarm,Samuel Velasquez,Grahamton,IL,59449,Collision,2023-04-30,No,Front tough window other among agree kid later attack old.,"2648 Ortiz Turnpike Suite 833, South Frankborough, AL 63902",41954d08,Rear-end collision,,,Yes,"Smith, Peterson and Hobbs",54-0818770,1542.41,,,0.0,,,0.0,,,0.0,"Manning, Carr and Hayes",72-6509119,4313.0,,,0.0,Thornton-Bond,05-8133855,295.26,Flynn PLC,24-4554778,1416.85,15157.3,7719.72
Allstate,Alison Williamson,Bradymouth,PA,12777,Hit and run,2022-11-20,Yes,Individual vote daughter especially development that image learn.,"USCGC Cortez, FPO AA 95818",aeddee45,Fender damage,Front-end collision,Fracture,No,,,0.0,Smith-Turner,57-5476798,3234.87,"Floyd, Parker and Edwards",95-6639222,1643.91,"Lewis, Woods and Sweeney",94-2724947,301.0,,,0.0,Rodriguez-Moore,98-6181428,284.22,Ford Inc,74-8962598,1665.05,,,0.0,8890.38,5556.54
Allstate,Jesse Martin Jr.,West Christopher,NY,92084,Collision,2021-07-12,Yes,Remember good image develop other read thousand girl outside move white.,"Unit 8853 Box 3554, DPO AA 56124",81cdd0c9,Side impact,,Shoulder injury,Yes,,,0.0,"Good, Hensley and Arnold",92-1583467,4129.47,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,"Miller, West and Howard",39-0021468,1040.33,9058.45,7522.74
Geico,Emily Wilkins,Johnsonmouth,NY,00885,Single vehicle accident,2021-06-21,Yes,Participant series cultural court process prevent.,"Unit 9439 Box 4518, DPO AP 81417",a8e7fec8,Side impact,,Knee injury,Yes,,,0.0,Miller-Moore,06-4538603,2902.94,"Ryan, Rios and Chase",11-2919413,4415.21,"Burton, Brown and Nichols",51-7176188,4064.77,,,0.0,Davis-Molina,59-3447355,2077.16,Hensley-Johnson,56-5277454,3506.14,"Walls, Roberson and Thompson",67-5394360,1688.57,21551.64,14505.58
StateFarm,Russell Patel,South Melissa,FL,33498,Hit and run,2021-05-01,Yes,Hour go per design thank believe never offer expect matter purpose.,"6672 Bradley Port Suite 774, East Mariahberg, ID 57942",d7f83edb,Front-end collision,,Knee injury,No,Johnson Ltd,40-9996596,3869.37,,,0.0,"Tucker, Berg and Howard",86-4890221,3786.58,James LLC,75-1868180,1124.27,,,0.0,Vazquez-Gibson,63-2052607,4020.41,Christian Group,43-6907623,4200.4,"Sanchez, Evans and Conley",87-7274628,4299.03,25441.1,19198.82
